,name,rating,reviews,company_type,headquaters,company_age,employees
1156,Eris Lifescience...,4.0,(456 Reviews),Public,"Ahmedabad,Gujarat + 63 more",16 years old,1k-5k Employees (India)
1157,More Supermarket...,3.8,(456 Reviews),Mumbai + 81 more,16 years old,10k-50k Employees (India),
1158,Edubridge Learni...,4.0,(455 Reviews),Private,"Mumbai,Maharashtra + 57 more",14 years old,501-1k Employees (India)
1159,Rallis India,4.3,(455 Reviews),Public,"Mumbai,Maharashtra + 71 more",75 years old,1k-5k Employees (India)
1160,Sl Lumax,3.4,(453 Reviews),Public,"Sriperumbudur,Tamil Nadu + 11 more",26 years old,1k-5k Employees (India)
1161,Signify,3.9,(453 Reviews),Amsterdam + 57 more,93 years old,1k-5k Employees (India),
1162,GSK Pharmaceutic...,4.3,(453 Reviews),Middlesex + 75 more,193 years old,1k-5k Employees (India),
1163,Ihg Group,4.2,(890 Reviews),Private,"Gurgaon/Gurugram,Haryana + 33 more",20 years old,5k-10k Employees (India)
1164,Collins Aerospa...,4.0,(552 Reviews),Private,"Charlotte,North Carolina + 3 more",5 years old,1k-5k Employees (India)
1165,Power Grid Corpo...,4.5,(451 Reviews),Private,"Gurgaon/Gurugram,Haryana + 127 more",34 years old,5k-10k Employees (India)
1166,Innodata Isogen,3.0,(450 Reviews),Private,"New Jersey,New Jersey + 6 more",26 years old,1k-5k Employees (India)
1167,Future Lifestyle...,4.2,(450 Reviews),Public,"Mumbai,Maharashtra + 53 more",11 years old,5k-10k Employees (India)
1168,Future Lifestyle...,4.2,(450 Reviews),Public,"Mumbai,Maharashtra + 53 more",11 years old,5k-10k Employees (India)
1169,Isuzu Motors,3.8,(450 Reviews),Private,Tokyo + 21 more,11 years old,501-1k Employees (India)
1170,Ebix Software In...,3.4,(449 Reviews),Public,"Atlanta,Georgia + 28 more",47 years old,1k-5k Employees (India)
1171,Educomp Solution...,3.6,(449 Reviews),Public,"Gurgaon/Gurugram,Haryana + 107 more",29 years old,11-50 Employees (India)
1172,Lumina Datamatic...,3.7,(449 Reviews),Private,"Mumbai,Maharashtra + 9 more",48 years old,1k-5k Employees (India)
1173,H.G. Infra Engin...,4.3,(449 Reviews),Public,"Jaipur,Rajasthan + 49 more",20 years old,1k-5k Employees (India)
1174,GE Healthcare,4.2,(449 Reviews),Private,Chicago + 22 more,29 years old,1k-5k Employees (India)
1175,Shilpa Medicare,3.6,(449 Reviews),Public,"Raichur,Karnataka + 21 more",36 years old,1k-5k Employees (India)
1176,ACTE,4.8,(449 Reviews),"Chennai,Tamil Nadu + 8 more",12 years old,1-10 Employees (India),
1177,Bses Rajdhani Po...,3.8,(650 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",22 years old,5k-10k Employees (Global)
1178,Knight Frank,4.2,(448 Reviews),Private,London + 34 more,127 years old,501-1k Employees (India)
1179,Bioclinica,3.1,(448 Reviews),Private,"Princeton,New Jersey + 5 more",15 years old,1k-5k Employees (India)
1180,ICA Edu Skills,3.8,(447 Reviews),Private,"Kolkata,West Bengal + 89 more",24 years old,1k-5k Employees (India)
1181,FIITJEE,3.7,(447 Reviews),Private,"Delhi,NCT + 42 more",31 years old,1k-5k Employees (India)
1182,AuthBridge Resea...,3.6,(447 Reviews),Private,"Gurgaon,Haryana + 12 more",18 years old,501-1k Employees (India)
1183,Majorel,4.3,(447 Reviews),JV,Luxembourg + 5 more,4 years old,201-500 Employees (India)
1184,Biba Apparels,4.0,(446 Reviews),Private,Gurgaon + 68 more,37 years old,1k-5k Employees (India)
1185,VA Tech Wabag,3.9,(446 Reviews),Public,"Chennai,Tamil Nadu + 36 more",99 years old,1k-5k Employees (India)
1186,SoftAge Informat...,4.1,(446 Reviews),Private,"Gurgaon/Gurugram,Haryana + 125 more",29 years old,1k-5k Employees (India)
1187,Adani Solar,4.0,(445 Reviews),Public,Ahmedabad + 25 more,8 years old,1k-5k Employees (India)
1188,RAMTeCH Software...,3.7,(445 Reviews),Private,"Noida,Uttar Pradesh + 26 more",31 years old,1k-5k Employees (India)
1189,Wipro Infrastruc...,3.9,(445 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 28 more",47 years old,1k-5k Employees (India)
1190,Raychem RPG,4.1,(444 Reviews),Private,"Mumbai,Maharashtra + 21 more",34 years old,501-1k Employees (India)
1191,Svatantra Microf...,4.4,(444 Reviews),Private,"Mumbai,Maharashtra + 170 more",11 years old,1k-5k Employees (India)
1192,Zydus Wellness,3.0,(444 Reviews),Public,Ahmedabad + 60 more,35 years old,1k-5k Employees (India)
1193,Nityo Infotech,3.4,(444 Reviews),Private,Plainsboro New Jersey + 23 more,17 years old,501-1k Employees (India)
1194,CreditAccess Gra...,4.4,(444 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 132 more",24 years old,10k-50k Employees (India)
1195,KFintech,3.7,(444 Reviews),Hyderabad + 25 more,6 years old,5k-10k Employees (India),
1196,Sharda Motor Ind...,3.8,(443 Reviews),Public,"Delhi/NCR,Delhi + 20 more",37 years old,1k-5k Employees (India)
1197,T.v. Sundram Iye...,4.0,(12k Reviews),"Chennai,Tamil Nadu + 73 more",112 years old,1k-5k Employees (India),
1198,Indo Autotech,4.0,(442 Reviews),Private,"Faridabad,Haryana + 21 more",49 years old,1k-5k Employees (India)
1199,Government of In...,4.1,(3.1k Reviews),Govt Organisation,New Delhi + 110 more,73 years old,1 Lakh+ Employees (India)
1200,Lea Associates S...,4.3,(441 Reviews),Private,"Delhi/NCR,Delhi + 94 more",30 years old,201-500 Employees (India)
1201,Aditya Birla Fin...,4.0,(441 Reviews),Private,"Mumbai,Maharashtra + 82 more",11 years old,10k-50k Employees (India)
1202,Skipper,3.7,(440 Reviews),Public,"Kolkata,West Bengal + 42 more",42 years old,1k-5k Employees (India)
1203,Uttam Galva Stee...,4.0,(440 Reviews),Public,"Mumbai,Maharashtra + 18 more",38 years old,1k-5k Employees (India)
1204,Amway India Ente...,4.2,(440 Reviews),Private,"Ada Township,Michigan + 72 more",28 years old,501-1k Employees (India)
1205,General Motors,4.3,(657 Reviews),Private,"Detroit,Michigan + 27 more",27 years old,5k-10k Employees (India)
1206,Saud Bahwan Grou...,3.4,(439 Reviews),Private,Muscat + 16 more,48 years old,201-500 Employees (India)
1207,T-Systems,4.1,(439 Reviews),Public,Frankfurt + 5 more,7 years old,1k-5k Employees (India)
1208,Quikr,3.8,(549 Reviews),Private,"Bangalore,Karnataka + 22 more",15 years old,1k-5k Employees (India)
1209,Echobooom Manage...,3.9,(458 Reviews),Private,"Mumbai,Maharashtra + 18 more",3 years old,201-500 Employees (India)
1210,Amphenol Interco...,4.2,(438 Reviews),Private,"Pune,Maharashtra + 7 more",51 years old,51-200 Employees (India)
1211,ZUVENTUS HEALTHC...,4.0,(437 Reviews),Private,"Mumbai,Maharashtra + 55 more",21 years old,1k-5k Employees (India)
1212,Bitwise Solution...,4.5,(437 Reviews),Private,"Schaumburg,Chicago + 1 more",27 years old,501-1k Employees (India)
1213,Epicenter Techno...,3.6,(436 Reviews),Private,"Mumbai,Maharashtra + 5 more",22 years old,1k-5k Employees (India)
1214,Webhelp,4.1,(436 Reviews),Private,Paris + 8 more,23 years old,1k-5k Employees (India)
1215,Alshaya Group,4.0,(436 Reviews),Private,"Kuwait City,Kuwait + 20 more",133 years old,501-1k Employees (India)
1216,City Union Bank,3.4,(434 Reviews),Public,"Thanjavur,Tamil Nadu + 92 more",119 years old,1k-5k Employees (India)
1217,Accel Frontline,3.8,(434 Reviews),Private,"Chennai,Tamil Nadu + 57 more",32 years old,51-200 Employees (India)
1218,CNH Industrial,4.2,(849 Reviews),Public,London + 45 more,10 years old,1k-5k Employees (India)
1219,Engineers India,4.3,(433 Reviews),Public,"Delhi/NCR,New Delhi + 43 more",58 years old,1k-5k Employees (India)
1220,Sandhar Technolo...,3.9,(433 Reviews),Public,"Gurgaon/Gurugram,Haryana + 20 more",36 years old,1k-5k Employees (India)
1221,Lowe's,4.3,(433 Reviews),Private,Mooresville + 4 more,77 years old,1k-5k Employees (India)
1222,Central Industri...,4.5,(433 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 57 more",54 years old,1 Lakh+ Employees (India)
1223,Vijaya Diagnosti...,4.0,(433 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 25 more",42 years old,501-1k Employees (India)
1224,Vivanta by Taj,4.2,(432 Reviews),Private,"Gurgaon/Gurugram,Haryana + 35 more",13 years old,1k-5k Employees (India)
1225,Pratap Technocra...,4.0,(432 Reviews),Private,"Jaipur,Rajasthan + 78 more",25 years old,501-1k Employees (India)
1226,Deepak Fertilis...,3.8,(432 Reviews),Public,"Pune,Maharashtra + 34 more",44 years old,1k-5k Employees (India)
1227,McDermott Intern...,4.3,(431 Reviews),Public,"Houston,Texas + 21 more",100 years old,1k-5k Employees (India)
1228,Ups Logistics,4.2,(520 Reviews),Private,"Atlanta,Georgia + 28 more",116 years old,1k-5k Employees (India)
1229,Rico Auto Indust...,3.9,(430 Reviews),Public,"Gurgaon/Gurugram,Haryana + 19 more",40 years old,1k-5k Employees (India)
1230,Electrotherm,4.2,(429 Reviews),Public,"Ahmedabad,Gujarat + 22 more",40 years old,1k-5k Employees (India)
1231,PUMA,4.3,(429 Reviews),Private,"Herzogenaurach,Herzogenaurach + 60 more",75 years old,1k-5k Employees (India)
1232,Rentokil Pest Co...,3.8,(429 Reviews),Private,"Mumbai,Maharashtra + 86 more",69 years old,501-1k Employees (India)
1233,GKN,4.1,(527 Reviews),Private,"Redditch,Worcestershire + 20 more",38 years old,1k-5k Employees (India)
1234,Encore Capital G...,4.1,(428 Reviews),Private,"San Diego,California + 1 more",70 years old,1k-5k Employees (India)
1235,Infinx,3.6,(428 Reviews),Private,"Mumbai,Maharashtra + 17 more",11 years old,1k-5k Employees (India)
1236,Neeyamo Enterpri...,3.7,(427 Reviews),Private,"Chennai,Tamil Nadu + 5 more",14 years old,1k-5k Employees (India)
1237,Netscribes,3.2,(427 Reviews),Private,"New York,New York + 3 more",23 years old,1k-5k Employees (India)
1238,BASF,4.5,(559 Reviews),Private,Ludwigshafen + 61 more,80 years old,10k-50k Employees (India)
1239,Muthoot Microfin,4.3,(426 Reviews),Private,"Ernakulam,Kerala + 132 more",8 years old,5k-10k Employees (India)
1240,LTIMindtree,4.0,(426 Reviews),Pune + 13 more,27 years old,,
1241,Progressive Info...,3.7,(426 Reviews),Private,"Noida,Uttar Pradesh + 43 more",25 years old,501-1k Employees (India)
1242,TCNS Clothing Co...,4.2,(467 Reviews),Public,"Delhi/NCR,Delhi + 74 more",22 years old,501-1k Employees (India)
1243,NSB Bpo Solution...,3.1,(425 Reviews),Private,"Bhopal,Madhya Pradesh + 73 more",30 years old,1k-5k Employees (India)
1244,TDK India,4.0,(425 Reviews),Private,Nashik + 19 more,2023 years old,1k-5k Employees (India)
1245,Integreon,3.6,(425 Reviews),Private,"Fargo,North Dakota + 6 more",23 years old,1k-5k Employees (India)
1246,Ag Industries,4.0,(425 Reviews),Private,"Delhi/NCR,New Delhi + 19 more",32 years old,201-500 Employees (India)
1247,Dodsal Engineeri...,4.4,(424 Reviews),Conglomerate,"Dubai,Dubai + 30 more",40 years old,501-1k Employees (India)
1248,ANZ Banking Grou...,4.2,(693 Reviews),"Melbourne,Victoria + 11 more",16 years old,1k-5k Employees (India),
1249,Thriveni Earthmo...,3.9,(423 Reviews),Private,"Salem,Tamil Nadu + 27 more",32 years old,5k-10k Employees (India)
1250,Turbo Energy,4.2,(423 Reviews),Private,"Chennai,Tamil Nadu + 15 more",40 years old,1k-5k Employees (India)
1251,Micro Turners,3.7,(423 Reviews),Private,"Panchkula,Haryana + 31 more",54 years old,51-200 Employees (India)
1252,Fleetguard Filte...,4.1,(426 Reviews),Private,"Pune,Maharashtra + 54 more",36 years old,50k-1 Lakh Employees (India)
1253,Somany Ceramics,4.2,(422 Reviews),Public,"Noida,Uttar Pradesh + 52 more",55 years old,1k-5k Employees (India)
1254,Bikanervala,4.0,(422 Reviews),Private,"Delhi/NCR,New Delhi + 41 more",73 years old,1k-5k Employees (India)
1255,Mount Litera Zee...,4.0,(421 Reviews),Private,Mumbai + 98 more,29 years old,1k-5k Employees (India)
1256,LifeCell Interna...,3.7,(421 Reviews),Private,"Chennai,Tamil Nadu + 59 more",19 years old,1k-5k Employees (India)
1257,Union Bank of In...,3.9,(421 Reviews),Public,"Mumbai,Maharashtra + 84 more",104 years old,50k-1 Lakh Employees (India)
1258,India Japan Ligh...,4.1,(421 Reviews),Private,"Chennai,Tamil Nadu + 18 more",27 years old,501-1k Employees (India)
1259,Border Security ...,4.5,(421 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 60 more",58 years old,1 Lakh+ Employees (India)
1260,LifeCell Interna...,3.7,(421 Reviews),Private,"Chennai,Tamil Nadu + 59 more",19 years old,1k-5k Employees (India)
1261,LEAD School,3.4,(421 Reviews),"Mumbai,Maharashtra + 53 more",10 years old,1k-5k Employees (India),
1262,ValueMomentum,3.7,(420 Reviews),Private,"Piscataway,New Jersey + 5 more",23 years old,1k-5k Employees (India)
1263,CMS Computers Li...,3.7,(420 Reviews),Private,Mumbai + 52 more,47 years old,1k-5k Employees (India)
1264,Shaktiman Tirth ...,4.2,(419 Reviews),Private,"Rajkot,Gujarat + 30 more",26 years old,1k-5k Employees (India)
1265,Tata Consumer Pr...,4.0,(514 Reviews),Public,"Mumbai,Maharashtra + 95 more",61 years old,1k-5k Employees (India)
1266,SBFC Finance,3.8,(418 Reviews),Private,"Mumbai,Maharashtra + 112 more",6 years old,501-1k Employees (India)
1267,Linde India,4.1,(417 Reviews),Public,Pullach + 36 more,144 years old,1k-5k Employees (India)
1268,Rohan Builders,4.3,(417 Reviews),Private,"Pune,Maharashtra + 39 more",30 years old,1k-5k Employees (India)
1269,Ashirvad Pipes,4.1,(417 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 61 more",48 years old,1k-5k Employees (India)
1270,Parag Milk Foods,3.9,(417 Reviews),Public,"Mumbai,Maharashtra + 48 more",31 years old,1k-5k Employees (India)
1271,Holiday Inn,4.2,(416 Reviews),Private,"Memphis,Buckinghamshire + 42 more",71 years old,1k-5k Employees (India)
1272,Glorious Insight,4.9,(416 Reviews),Noida + 1 more,11-50 Employees (India),,
1273,Creambell,4.0,(415 Reviews),Private,"Baddi,Himachal Pradesh + 66 more",32 years old,201-500 Employees (India)
1274,Care Hospital,4.2,(415 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 31 more",26 years old,1k-5k Employees (India)
1275,Jyothy Laborator...,4.2,(415 Reviews),Private,"Mumbai,Maharashtra + 89 more",40 years old,1k-5k Employees (India)
1276,Merino Industrie...,3.8,(415 Reviews),Public,"Delhi/NCR,Delhi + 42 more",55 years old,501-1k Employees (India)
1277,TÜV NORD,3.6,(415 Reviews),Private,"Mumbai,Maharashtra + 39 more",34 years old,201-500 Employees (India)
1278,Orient Craft,4.1,(414 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",47 years old,10k-50k Employees (India)
1279,Rebel Foods,3.7,(414 Reviews),Private,"Mumbai,Maharashtra + 44 more",11 years old,5k-10k Employees (India)
1280,Pristyn Care,3.9,(414 Reviews),Private,"Delhi,NCT + 19 more",5 years old,1k-5k Employees (India)
1281,Stanza Living,3.0,(414 Reviews),Private,"Delhi,NCT + 21 more",6 years old,501-1k Employees (India)
1282,AVTEC,3.7,(413 Reviews),Private,"Delhi/NCR,New Delhi + 13 more",18 years old,501-1k Employees (India)
1283,H&M,4.1,(413 Reviews),Private,"Stockholm,Stockholm + 30 more",76 years old,1k-5k Employees (India)
1284,McNally Bharat E...,4.1,(477 Reviews),Public,"Kolkata,West Bengal + 42 more",62 years old,1k-5k Employees (India)
1285,Inox Wind,3.4,(412 Reviews),Public,"Noida,Uttar Pradesh + 34 more",14 years old,501-1k Employees (India)
1286,Guardian India,4.2,(412 Reviews),Private,"New York,NY + 5 more",163 years old,1k-5k Employees (India)
1287,Dimension Data,4.0,(412 Reviews),Private,"Bryanston,Johannesburg + 46 more",40 years old,1k-5k Employees (India)
1288,Tata Hitachi Con...,4.1,(412 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 51 more",24 years old,1k-5k Employees (India)
1289,Baxter Internati...,4.2,(621 Reviews),Private,"Deerfield,Illinois + 25 more",27 years old,1k-5k Employees (India)
1290,Deepak Nitrite,4.1,(411 Reviews),Public,"Vadodara/Baroda,Gujarat + 11 more",53 years old,1k-5k Employees (India)
1291,NetCracker,3.6,(411 Reviews),Private,Waltham + 6 more,30 years old,1k-5k Employees (India)
1292,Steel Authority ...,4.1,(411 Reviews),Public,"Delhi/NCR,Delhi + 27 more",69 years old,10k-50k Employees (India)
1293,India Shelter Fi...,4.0,(411 Reviews),Private,"Gurgaon,Haryana + 99 more",13 years old,1k-5k Employees (India)
1294,CGI Information ...,4.1,(411 Reviews),Bengaluru/Bangalore + 5 more,,,
1295,BEML,4.0,(410 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 27 more",59 years old,5k-10k Employees (India)
1296,Diebold Nixdorf,4.1,(410 Reviews),Private,"North Canton,Ohio + 34 more",31 years old,1k-5k Employees (India)
1297,KMV Projects,4.2,(409 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 41 more",16 years old,1k-5k Employees (India)
1298,MattsenKumar,3.6,(409 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",13 years old,1k-5k Employees (India)
1299,Akal Information...,4.2,(409 Reviews),Private,"Delhi/NCR,New Delhi + 27 more",24 years old,501-1k Employees (India)
1300,DM Consultants,1.2,(409 Reviews),Abu Dhabi + 13 more,,,
1301,Times Group,3.8,(721 Reviews),Private,"Mumbai,Maharashtra + 40 more",185 years old,5k-10k Employees (India)
1302,Lovely Professio...,3.6,(408 Reviews),Private,"Phagwara,Punjab + 18 more",18 years old,1k-5k Employees (India)
1303,Medreich,3.7,(408 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",47 years old,1k-5k Employees (India)
1304,Aisin Automotive...,4.0,(408 Reviews),"Gurgaon/Gurugram,Haryana + 15 more",12 years old,201-500 Employees (India),
1305,Tata Power Delhi...,4.0,(408 Reviews),Private,"New Delhi,Delhi + 30 more",21 years old,1k-5k Employees (India)
1306,Pacific BPO,3.8,(408 Reviews),Private,"Noida,Uttar Pradesh + 9 more",13 years old,1k-5k Employees (India)
1307,Silaris Informat...,3.3,(407 Reviews),Private,"Delhi/NCR,Delhi + 15 more",12 years old,1k-5k Employees (India)
1308,Acuity Knowledge...,3.7,(407 Reviews),London + 7 more,21 years old,1k-5k Employees (India),
1309,Jabil Circuit In...,4.1,(406 Reviews),Public,"St Petersburg,Florida + 8 more",57 years old,1k-5k Employees (India)
1310,Target,4.4,(406 Reviews),Private,"Minneapolis,Minnesota + 10 more",121 years old,1k-5k Employees (India)
1311,Recpdcl.ltd,4.1,(405 Reviews),Private,"Noida,Uttar Pradesh + 59 more",16 years old,1k-5k Employees (India)
1312,Aparajitha Corpo...,4.1,(405 Reviews),Private,"Madurai,Tamil Nadu + 50 more",23 years old,1k-5k Employees (India)
1313,NoBrokerHOOD,3.8,(405 Reviews),Bengaluru/Bangalore + 17 more,501-1k Employees (India),,
1314,Renault,4.2,(682 Reviews),Private,Boulogne Billancourt Cedex + 128 more,125 years old,10k-50k Employees (India)
1315,Ramco Systems,3.7,(404 Reviews),Public,Chennai + 13 more,26 years old,1k-5k Employees (India)
1316,Sun Life Financi...,4.4,(404 Reviews),Private,"Toronto,Ontario + 4 more",158 years old,1k-5k Employees (India)
1317,Shivam Autotech,3.8,(403 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",25 years old,501-1k Employees (India)
1318,Courtyard by Mar...,4.2,(403 Reviews),Public,"Bethesda,Maryland + 31 more",96 years old,1k-5k Employees (India)
1319,Times Internet,3.9,(468 Reviews),Public,"Gurgaon,Haryana + 20 more",24 years old,5k-10k Employees (India)
1320,Experis IT,3.2,(402 Reviews),Private,"Milwaukee,WI + 29 more",25 years old,1k-5k Employees (India)
1321,Titan Eye Plus,4.4,(402 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 96 more",16 years old,1 Lakh+ Employees (Global)
1322,Saudi Aramco,4.5,(471 Reviews),Government,Dhahran + 24 more,90 years old,1k-5k Employees (India)
1323,Dhanuka Agritech,3.8,(459 Reviews),Public,"Gurgaon/Gurugram,Haryana + 68 more",41 years old,1k-5k Employees (India)
